brand,age,km_class,price
DS,20.0,200-250tkm,
DS,20.0,250-300tkm,
DS,20.0,yli300tkm,
Dacia,0.0,0-50tkm,31900.0
Dacia,0.0,50-100tkm,
Dacia,0.0,100-150tkm,
Dacia,0.0,150-200tkm,
Dacia,0.0,200-250tkm,
Dacia,0.0,250-300tkm,
Dacia,0.0,yli300tkm,
Dacia,1.0,0-50tkm,19280.0
Dacia,1.0,50-100tkm,19900.0
Dacia,1.0,100-150tkm,19400.0
Dacia,1.0,150-200tkm,14900.0
Dacia,1.0,200-250tkm,
Dacia,1.0,250-300tkm,
Dacia,1.0,yli300tkm,
Dacia,2.0,0-50tkm,16780.0
Dacia,2.0,50-100tkm,18695.0
Dacia,2.0,100-150tkm,
Dacia,2.0,150-200tkm,
Dacia,2.0,200-250tkm,
Dacia,2.0,250-300tkm,
Dacia,2.0,yli300tkm,
Dacia,3.0,0-50tkm,11525.0
Dacia,3.0,50-100tkm,15535.0
Dacia,3.0,100-150tkm,
Dacia,3.0,150-200tkm,
Dacia,3.0,200-250tkm,
Dacia,3.0,250-300tkm,
Dacia,3.0,yli300tkm,
Dacia,4.0,0-50tkm,10095.0
Dacia,4.0,50-100tkm,14900.0
Dacia,4.0,100-150tkm,12900.0
Dacia,4.0,150-200tkm,8440.0
Dacia,4.0,200-250tkm,
Dacia,4.0,250-300tkm,
Dacia,4.0,yli300tkm,
Dacia,5.0,0-50tkm,19900.0
Dacia,5.0,50-100tkm,11345.0
Dacia,5.0,100-150tkm,10895.0
Dacia,5.0,150-200tkm,10145.0
Dacia,5.0,200-250tkm,
Dacia,5.0,250-300tkm,
Dacia,5.0,yli300tkm,
Dacia,6.0,0-50tkm,
Dacia,6.0,50-100tkm,8975.0
Dacia,6.0,100-150tkm,12890.0
Dacia,6.0,150-200tkm,10745.0
Dacia,6.0,200-250tkm,10950.0
Dacia,6.0,250-300tkm,
Dacia,6.0,yli300tkm,
Dacia,7.0,0-50tkm,13700.0
Dacia,7.0,50-100tkm,8790.0
Dacia,7.0,100-150tkm,12235.0
Dacia,7.0,150-200tkm,10590.0
Dacia,7.0,200-250tkm,
Dacia,7.0,250-300tkm,
Dacia,7.0,yli300tkm,
Dacia,8.0,0-50tkm,
Dacia,8.0,50-100tkm,7880.0
Dacia,8.0,100-150tkm,12900.0
Dacia,8.0,150-200tkm,9900.0
Dacia,8.0,200-250tkm,
Dacia,8.0,250-300tkm,
Dacia,8.0,yli300tkm,
Dacia,9.0,0-50tkm,6890.0
Dacia,9.0,50-100tkm,6490.0
Dacia,9.0,100-150tkm,12150.0
Dacia,9.0,150-200tkm,8145.0
Dacia,9.0,200-250tkm,5900.0
Dacia,9.0,250-300tkm,
Dacia,9.0,yli300tkm,
Dacia,10.0,0-50tkm,
Dacia,10.0,50-100tkm,11400.0
Dacia,10.0,100-150tkm,7195.0
Dacia,10.0,150-200tkm,8980.0
Dacia,10.0,200-250tkm,
Dacia,10.0,250-300tkm,6400.0
Dacia,10.0,yli300tkm,
Dacia,11.0,0-50tkm,
Dacia,11.0,50-100tkm,
Dacia,11.0,100-150tkm,6990.0
Dacia,11.0,150-200tkm,7075.0
Dacia,11.0,200-250tkm,8490.0
Dacia,11.0,250-300tkm,
Dacia,11.0,yli300tkm,
Dacia,12.0,0-50tkm,
Dacia,12.0,50-100tkm,7400.0
Dacia,12.0,100-150tkm,8500.0
Dacia,12.0,150-200tkm,7690.0
Dacia,12.0,200-250tkm,
Dacia,12.0,250-300tkm,
Dacia,12.0,yli300tkm,
Dacia,13.0,0-50tkm,
Dacia,13.0,50-100tkm,
Dacia,13.0,100-150tkm,8850.0
Dacia,13.0,150-200tkm,
Dacia,13.0,200-250tkm,6990.0
Dacia,13.0,250-300tkm,5470.0
Dacia,13.0,yli300tkm,
Dacia,14.0,0-50tkm,
Dacia,14.0,50-100tkm,
Dacia,14.0,100-150tkm,
Dacia,14.0,150-200tkm,4650.0
Dacia,14.0,200-250tkm,
Dacia,14.0,250-300tkm,
Dacia,14.0,yli300tkm,
Dacia,15.0,0-50tkm,
Dacia,15.0,50-100tkm,
Dacia,15.0,100-150tkm,
Dacia,15.0,150-200tkm,
Dacia,15.0,200-250tkm,
Dacia,15.0,250-300tkm,
Dacia,15.0,yli300tkm,
Dacia,16.0,0-50tkm,
Dacia,16.0,50-100tkm,
Dacia,16.0,100-150tkm,
Dacia,16.0,150-200tkm,
Dacia,16.0,200-250tkm,
Dacia,16.0,250-300tkm,
Dacia,16.0,yli300tkm,
Dacia,17.0,0-50tkm,
Dacia,17.0,50-100tkm,
Dacia,17.0,100-150tkm,
Dacia,17.0,150-200tkm,
Dacia,17.0,200-250tkm,
Dacia,17.0,250-300tkm,
Dacia,17.0,yli300tkm,
Dacia,18.0,0-50tkm,
Dacia,18.0,50-100tkm,
Dacia,18.0,100-150tkm,
Dacia,18.0,150-200tkm,
Dacia,18.0,200-250tkm,
Dacia,18.0,250-300tkm,
Dacia,18.0,yli300tkm,
Dacia,19.0,0-50tkm,
Dacia,19.0,50-100tkm,
Dacia,19.0,100-150tkm,
Dacia,19.0,150-200tkm,
Dacia,19.0,200-250tkm,
Dacia,19.0,250-300tkm,
Dacia,19.0,yli300tkm,
Dacia,20.0,0-50tkm,
Dacia,20.0,50-100tkm,
Dacia,20.0,100-150tkm,
Dacia,20.0,150-200tkm,
Dacia,20.0,200-250tkm,
Dacia,20.0,250-300tkm,
Dacia,20.0,yli300tkm,
Daihatsu,0.0,0-50tkm,
Daihatsu,0.0,50-100tkm,
Daihatsu,0.0,100-150tkm,
Daihatsu,0.0,150-200tkm,
Daihatsu,0.0,200-250tkm,
Daihatsu,0.0,250-300tkm,
Daihatsu,0.0,yli300tkm,
Daihatsu,1.0,0-50tkm,
Daihatsu,1.0,50-100tkm,
Daihatsu,1.0,100-150tkm,
Daihatsu,1.0,150-200tkm,
Daihatsu,1.0,200-250tkm,
Daihatsu,1.0,250-300tkm,
Daihatsu,1.0,yli300tkm,
Daihatsu,2.0,0-50tkm,
Daihatsu,2.0,50-100tkm,
Daihatsu,2.0,100-150tkm,
Daihatsu,2.0,150-200tkm,
Daihatsu,2.0,200-250tkm,
Daihatsu,2.0,250-300tkm,
Daihatsu,2.0,yli300tkm,
Daihatsu,3.0,0-50tkm,
Daihatsu,3.0,50-100tkm,
Daihatsu,3.0,100-150tkm,
Daihatsu,3.0,150-200tkm,
Daihatsu,3.0,200-250tkm,
Daihatsu,3.0,250-300tkm,
Daihatsu,3.0,yli300tkm,
Daihatsu,4.0,0-50tkm,
Daihatsu,4.0,50-100tkm,
Daihatsu,4.0,100-150tkm,
Daihatsu,4.0,150-200tkm,
Daihatsu,4.0,200-250tkm,
Daihatsu,4.0,250-300tkm,
Daihatsu,4.0,yli300tkm,
Daihatsu,5.0,0-50tkm,
Daihatsu,5.0,50-100tkm,
Daihatsu,5.0,100-150tkm,
Daihatsu,5.0,150-200tkm,
Daihatsu,5.0,200-250tkm,
Daihatsu,5.0,250-300tkm,
Daihatsu,5.0,yli300tkm,
Daihatsu,6.0,0-50tkm,
Daihatsu,6.0,50-100tkm,
Daihatsu,6.0,100-150tkm,
Daihatsu,6.0,150-200tkm,
Daihatsu,6.0,200-250tkm,
Daihatsu,6.0,250-300tkm,
Daihatsu,6.0,yli300tkm,
Daihatsu,7.0,0-50tkm,
Daihatsu,7.0,50-100tkm,
Daihatsu,7.0,100-150tkm,
Daihatsu,7.0,150-200tkm,
Daihatsu,7.0,200-250tkm,
Daihatsu,7.0,250-300tkm,
Daihatsu,7.0,yli300tkm,
Daihatsu,8.0,0-50tkm,
Daihatsu,8.0,50-100tkm,
Daihatsu,8.0,100-150tkm,
Daihatsu,8.0,150-200tkm,
Daihatsu,8.0,200-250tkm,
Daihatsu,8.0,250-300tkm,
Daihatsu,8.0,yli300tkm,
Daihatsu,9.0,0-50tkm,
Daihatsu,9.0,50-100tkm,
Daihatsu,9.0,100-150tkm,
Daihatsu,9.0,150-200tkm,
Daihatsu,9.0,200-250tkm,
Daihatsu,9.0,250-300tkm,
Daihatsu,9.0,yli300tkm,
Daihatsu,10.0,0-50tkm,
Daihatsu,10.0,50-100tkm,
Daihatsu,10.0,100-150tkm,
Daihatsu,10.0,150-200tkm,
Daihatsu,10.0,200-250tkm,
Daihatsu,10.0,250-300tkm,
Daihatsu,10.0,yli300tkm,
Daihatsu,11.0,0-50tkm,
Daihatsu,11.0,50-100tkm,
Daihatsu,11.0,100-150tkm,
Daihatsu,11.0,150-200tkm,
Daihatsu,11.0,200-250tkm,
Daihatsu,11.0,250-300tkm,
Daihatsu,11.0,yli300tkm,
Daihatsu,12.0,0-50tkm,
Daihatsu,12.0,50-100tkm,
Daihatsu,12.0,100-150tkm,
Daihatsu,12.0,150-200tkm,
Daihatsu,12.0,200-250tkm,
Daihatsu,12.0,250-300tkm,
Daihatsu,12.0,yli300tkm,
Daihatsu,13.0,0-50tkm,
Daihatsu,13.0,50-100tkm,
Daihatsu,13.0,100-150tkm,
Daihatsu,13.0,150-200tkm,
Daihatsu,13.0,200-250tkm,
Daihatsu,13.0,250-300tkm,
Daihatsu,13.0,yli300tkm,
Daihatsu,14.0,0-50tkm,
Daihatsu,14.0,50-100tkm,
Daihatsu,14.0,100-150tkm,
Daihatsu,14.0,150-200tkm,
Daihatsu,14.0,200-250tkm,
Daihatsu,14.0,250-300tkm,
Daihatsu,14.0,yli300tkm,
Daihatsu,15.0,0-50tkm,
Daihatsu,15.0,50-100tkm,
Daihatsu,15.0,100-150tkm,
Daihatsu,15.0,150-200tkm,
Daihatsu,15.0,200-250tkm,
Daihatsu,15.0,250-300tkm,
Daihatsu,15.0,yli300tkm,
Daihatsu,16.0,0-50tkm,
Daihatsu,16.0,50-100tkm,
Daihatsu,16.0,100-150tkm,
Daihatsu,16.0,150-200tkm,
Daihatsu,16.0,200-250tkm,
Daihatsu,16.0,250-300tkm,
Daihatsu,16.0,yli300tkm,
Daihatsu,17.0,0-50tkm,
Daihatsu,17.0,50-100tkm,
Daihatsu,17.0,100-150tkm,7890.0
Daihatsu,17.0,150-200tkm,
Daihatsu,17.0,200-250tkm,
Daihatsu,17.0,250-300tkm,
Daihatsu,17.0,yli300tkm,
Daihatsu,18.0,0-50tkm,
Daihatsu,18.0,50-100tkm,
Daihatsu,18.0,100-150tkm,
Daihatsu,18.0,150-200tkm,
Daihatsu,18.0,200-250tkm,
Daihatsu,18.0,250-300tkm,
Daihatsu,18.0,yli300tkm,
Daihatsu,19.0,0-50tkm,
Daihatsu,19.0,50-100tkm,
Daihatsu,19.0,100-150tkm,
Daihatsu,19.0,150-200tkm,
Daihatsu,19.0,200-250tkm,
Daihatsu,19.0,250-300tkm,
Daihatsu,19.0,yli300tkm,
Daihatsu,20.0,0-50tkm,
Daihatsu,20.0,50-100tkm,
Daihatsu,20.0,100-150tkm,
Daihatsu,20.0,150-200tkm,
Daihatsu,20.0,200-250tkm,
Daihatsu,20.0,250-300tkm,
Daihatsu,20.0,yli300tkm,
Dodge,0.0,0-50tkm,
Dodge,0.0,50-100tkm,
Dodge,0.0,100-150tkm,
Dodge,0.0,150-200tkm,
Dodge,0.0,200-250tkm,
Dodge,0.0,250-300tkm,
Dodge,0.0,yli300tkm,
Dodge,1.0,0-50tkm,106900.0
Dodge,1.0,50-100tkm,94800.0
Dodge,1.0,100-150tkm,
Dodge,1.0,150-200tkm,
Dodge,1.0,200-250tkm,
Dodge,1.0,250-300tkm,
Dodge,1.0,yli300tkm,
Dodge,2.0,0-50tkm,
Dodge,2.0,50-100tkm,
Dodge,2.0,100-150tkm,
Dodge,2.0,150-200tkm,
Dodge,2.0,200-250tkm,
Dodge,2.0,250-300tkm,
Dodge,2.0,yli300tkm,
Dodge,3.0,0-50tkm,99840.0
Dodge,3.0,50-100tkm,102940.0
Dodge,3.0,100-150tkm,73900.0
Dodge,3.0,150-200tkm,
Dodge,3.0,200-250tkm,
Dodge,3.0,250-300tkm,
Dodge,3.0,yli300tkm,
Dodge,4.0,0-50tkm,
Dodge,4.0,50-100tkm,84900.0
Dodge,4.0,100-150tkm,62400.0
Dodge,4.0,150-200tkm,
Dodge,4.0,200-250tkm,
Dodge,4.0,250-300tkm,
Dodge,4.0,yli300tkm,
Dodge,5.0,0-50tkm,
Dodge,5.0,50-100tkm,71900.0
Dodge,5.0,100-150tkm,74900.0
Dodge,5.0,150-200tkm,
Dodge,5.0,200-250tkm,
Dodge,5.0,250-300tkm,
Dodge,5.0,yli300tkm,
Dodge,6.0,0-50tkm,
Dodge,6.0,50-100tkm,59990.0
Dodge,6.0,100-150tkm,
Dodge,6.0,150-200tkm,62900.0
Dodge,6.0,200-250tkm,
Dodge,6.0,250-300tkm,
Dodge,6.0,yli300tkm,
Dodge,7.0,0-50tkm,
Dodge,7.0,50-100tkm,47900.0
Dodge,7.0,100-150tkm,
Dodge,7.0,150-200tkm,42840.0
Dodge,7.0,200-250tkm,
Dodge,7.0,250-300tkm,
Dodge,7.0,yli300tkm,
Dodge,8.0,0-50tkm,
Dodge,8.0,50-100tkm,
Dodge,8.0,100-150tkm,
Dodge,8.0,150-200tkm,47990.0
Dodge,8.0,200-250tkm,
Dodge,8.0,250-300tkm,
Dodge,8.0,yli300tkm,
Dodge,9.0,0-50tkm,
Dodge,9.0,50-100tkm,35430.0
Dodge,9.0,100-150tkm,19500.0
Dodge,9.0,150-200tkm,38800.0
Dodge,9.0,200-250tkm,
Dodge,9.0,250-300tkm,
Dodge,9.0,yli300tkm,
Dodge,10.0,0-50tkm,
Dodge,10.0,50-100tkm,
Dodge,10.0,100-150tkm,
Dodge,10.0,150-200tkm,34910.0
Dodge,10.0,200-250tkm,
Dodge,10.0,250-300tkm,
Dodge,10.0,yli300tkm,
Dodge,11.0,0-50tkm,
Dodge,11.0,50-100tkm,
Dodge,11.0,100-150tkm,
Dodge,11.0,150-200tkm,
Dodge,11.0,200-250tkm,
Dodge,11.0,250-300tkm,
Dodge,11.0,yli300tkm,
Dodge,12.0,0-50tkm,
Dodge,12.0,50-100tkm,
Dodge,12.0,100-150tkm,
Dodge,12.0,150-200tkm,
Dodge,12.0,200-250tkm,
Dodge,12.0,250-300tkm,
Dodge,12.0,yli300tkm,
Dodge,13.0,0-50tkm,
Dodge,13.0,50-100tkm,
Dodge,13.0,100-150tkm,
Dodge,13.0,150-200tkm,
Dodge,13.0,200-250tkm,
Dodge,13.0,250-300tkm,
Dodge,13.0,yli300tkm,
Dodge,14.0,0-50tkm,
Dodge,14.0,50-100tkm,
Dodge,14.0,100-150tkm,
Dodge,14.0,150-200tkm,
Dodge,14.0,200-250tkm,
Dodge,14.0,250-300tkm,
Dodge,14.0,yli300tkm,
Dodge,15.0,0-50tkm,
Dodge,15.0,50-100tkm,39900.0
Dodge,15.0,100-150tkm,
Dodge,15.0,150-200tkm,5990.0
Dodge,15.0,200-250tkm,6800.0
Dodge,15.0,250-300tkm,
Dodge,15.0,yli300tkm,
Dodge,16.0,0-50tkm,
Dodge,16.0,50-100tkm,
Dodge,16.0,100-150tkm,7990.0
Dodge,16.0,150-200tkm,
Dodge,16.0,200-250tkm,1200.0
Dodge,16.0,250-300tkm,
Dodge,16.0,yli300tkm,
Dodge,17.0,0-50tkm,
Dodge,17.0,50-100tkm,
Dodge,17.0,100-150tkm,
Dodge,17.0,150-200tkm,7850.0
Dodge,17.0,200-250tkm,
Dodge,17.0,250-300tkm,1895.0
Dodge,17.0,yli300tkm,
Dodge,18.0,0-50tkm,59900.0
Dodge,18.0,50-100tkm,
Dodge,18.0,100-150tkm,
Dodge,18.0,150-200tkm,
Dodge,18.0,200-250tkm,27890.0
Dodge,18.0,250-300tkm,
Dodge,18.0,yli300tkm,
Dodge,19.0,0-50tkm,
Dodge,19.0,50-100tkm,
Dodge,19.0,100-150tkm,
Dodge,19.0,150-200tkm,
Dodge,19.0,200-250tkm,
Dodge,19.0,250-300tkm,
Dodge,19.0,yli300tkm,
Dodge,20.0,0-50tkm,
Dodge,20.0,50-100tkm,
Dodge,20.0,100-150tkm,
Dodge,20.0,150-200tkm,
Dodge,20.0,200-250tkm,
Dodge,20.0,250-300tkm,
Dodge,20.0,yli300tkm,
Ferrari,0.0,0-50tkm,467000.0
Ferrari,0.0,50-100tkm,
Ferrari,0.0,100-150tkm,
Ferrari,0.0,150-200tkm,
Ferrari,0.0,200-250tkm,
Ferrari,0.0,250-300tkm,
Ferrari,0.0,yli300tkm,
Ferrari,1.0,0-50tkm,549800.0
Ferrari,1.0,50-100tkm,
Ferrari,1.0,100-150tkm,
Ferrari,1.0,150-200tkm,
Ferrari,1.0,200-250tkm,
Ferrari,1.0,250-300tkm,
Ferrari,1.0,yli300tkm,
Ferrari,2.0,0-50tkm,749900.0
Ferrari,2.0,50-100tkm,
Ferrari,2.0,100-150tkm,
Ferrari,2.0,150-200tkm,
Ferrari,2.0,200-250tkm,
Ferrari,2.0,250-300tkm,
Ferrari,2.0,yli300tkm,
Ferrari,3.0,0-50tkm,
Ferrari,3.0,50-100tkm,
Ferrari,3.0,100-150tkm,
Ferrari,3.0,150-200tkm,
Ferrari,3.0,200-250tkm,
Ferrari,3.0,250-300tkm,
Ferrari,3.0,yli300tkm,
Ferrari,4.0,0-50tkm,
Ferrari,4.0,50-100tkm,
Ferrari,4.0,100-150tkm,
Ferrari,4.0,150-200tkm,
Ferrari,4.0,200-250tkm,
Ferrari,4.0,250-300tkm,
Ferrari,4.0,yli300tkm,
Ferrari,5.0,0-50tkm,
Ferrari,5.0,50-100tkm,349900.0
Ferrari,5.0,100-150tkm,
Ferrari,5.0,150-200tkm,
Ferrari,5.0,200-250tkm,
Ferrari,5.0,250-300tkm,
Ferrari,5.0,yli300tkm,
Ferrari,6.0,0-50tkm,
Ferrari,6.0,50-100tkm,
Ferrari,6.0,100-150tkm,
Ferrari,6.0,150-200tkm,
Ferrari,6.0,200-250tkm,
Ferrari,6.0,250-300tkm,
Ferrari,6.0,yli300tkm,
Ferrari,7.0,0-50tkm,
Ferrari,7.0,50-100tkm,
Ferrari,7.0,100-150tkm,
Ferrari,7.0,150-200tkm,
Ferrari,7.0,200-250tkm,
Ferrari,7.0,250-300tkm,
Ferrari,7.0,yli300tkm,
Ferrari,8.0,0-50tkm,
Ferrari,8.0,50-100tkm,
Ferrari,8.0,100-150tkm,
Ferrari,8.0,150-200tkm,
Ferrari,8.0,200-250tkm,
Ferrari,8.0,250-300tkm,
Ferrari,8.0,yli300tkm,
Ferrari,9.0,0-50tkm,
Ferrari,9.0,50-100tkm,
Ferrari,9.0,100-150tkm,
Ferrari,9.0,150-200tkm,
Ferrari,9.0,200-250tkm,
Ferrari,9.0,250-300tkm,
Ferrari,9.0,yli300tkm,
Ferrari,10.0,0-50tkm,
Ferrari,10.0,50-100tkm,
Ferrari,10.0,100-150tkm,
Ferrari,10.0,150-200tkm,
Ferrari,10.0,200-250tkm,
Ferrari,10.0,250-300tkm,
Ferrari,10.0,yli300tkm,
Ferrari,11.0,0-50tkm,
Ferrari,11.0,50-100tkm,334900.0
Ferrari,11.0,100-150tkm,
Ferrari,11.0,150-200tkm,
Ferrari,11.0,200-250tkm,
Ferrari,11.0,250-300tkm,
Ferrari,11.0,yli300tkm,
Ferrari,12.0,0-50tkm,
Ferrari,12.0,50-100tkm,169800.0
Ferrari,12.0,100-150tkm,
Ferrari,12.0,150-200tkm,
Ferrari,12.0,200-250tkm,
Ferrari,12.0,250-300tkm,
Ferrari,12.0,yli300tkm,
Ferrari,13.0,0-50tkm,
Ferrari,13.0,50-100tkm,
Ferrari,13.0,100-150tkm,
Ferrari,13.0,150-200tkm,
Ferrari,13.0,200-250tkm,
Ferrari,13.0,250-300tkm,
Ferrari,13.0,yli300tkm,
Ferrari,14.0,0-50tkm,244800.0
Ferrari,14.0,50-100tkm,229900.0
Ferrari,14.0,100-150tkm,
Ferrari,14.0,150-200tkm,
Ferrari,14.0,200-250tkm,
Ferrari,14.0,250-300tkm,
Ferrari,14.0,yli300tkm,
Ferrari,15.0,0-50tkm,
Ferrari,15.0,50-100tkm,
Ferrari,15.0,100-150tkm,
Ferrari,15.0,150-200tkm,
Ferrari,15.0,200-250tkm,
Ferrari,15.0,250-300tkm,
Ferrari,15.0,yli300tkm,
Ferrari,16.0,0-50tkm,
Ferrari,16.0,50-100tkm,139890.0
Ferrari,16.0,100-150tkm,
Ferrari,16.0,150-200tkm,
Ferrari,16.0,200-250tkm,
Ferrari,16.0,250-300tkm,
Ferrari,16.0,yli300tkm,
Ferrari,17.0,0-50tkm,149900.0
Ferrari,17.0,50-100tkm,
Ferrari,17.0,100-150tkm,
Ferrari,17.0,150-200tkm,
Ferrari,17.0,200-250tkm,
Ferrari,17.0,250-300tkm,
Ferrari,17.0,yli300tkm,
Ferrari,18.0,0-50tkm,
Ferrari,18.0,50-100tkm,131300.0
Ferrari,18.0,100-150tkm,
Ferrari,18.0,150-200tkm,
Ferrari,18.0,200-250tkm,
Ferrari,18.0,250-300tkm,
Ferrari,18.0,yli300tkm,
Ferrari,19.0,0-50tkm,
Ferrari,19.0,50-100tkm,104900.0
Ferrari,19.0,100-150tkm,
Ferrari,19.0,150-200tkm,
Ferrari,19.0,200-250tkm,
Ferrari,19.0,250-300tkm,
Ferrari,19.0,yli300tkm,
Ferrari,20.0,0-50tkm,
Ferrari,20.0,50-100tkm,
Ferrari,20.0,100-150tkm,
Ferrari,20.0,150-200tkm,
Ferrari,20.0,200-250tkm,
Ferrari,20.0,250-300tkm,
Ferrari,20.0,yli300tkm,
Fiat,0.0,0-50tkm,33935.0
Fiat,0.0,50-100tkm,
Fiat,0.0,100-150tkm,
Fiat,0.0,150-200tkm,
Fiat,0.0,200-250tkm,
Fiat,0.0,250-300tkm,
Fiat,0.0,yli300tkm,
Fiat,1.0,0-50tkm,21180.0
Fiat,1.0,50-100tkm,21890.0
Fiat,1.0,100-150tkm,
Fiat,1.0,150-200tkm,
Fiat,1.0,200-250tkm,
Fiat,1.0,250-300tkm,
Fiat,1.0,yli300tkm,
Fiat,2.0,0-50tkm,17800.0
Fiat,2.0,50-100tkm,23940.0
Fiat,2.0,100-150tkm,20790.0
Fiat,2.0,150-200tkm,
Fiat,2.0,200-250tkm,
Fiat,2.0,250-300tkm,
Fiat,2.0,yli300tkm,
Fiat,3.0,0-50tkm,17380.0
Fiat,3.0,50-100tkm,23290.0
Fiat,3.0,100-150tkm,20140.0
Fiat,3.0,150-200tkm,
Fiat,3.0,200-250tkm,
Fiat,3.0,250-300tkm,
Fiat,3.0,yli300tkm,
Fiat,4.0,0-50tkm,12195.0
Fiat,4.0,50-100tkm,19800.0
Fiat,4.0,100-150tkm,20990.0
Fiat,4.0,150-200tkm,
Fiat,4.0,200-250tkm,
Fiat,4.0,250-300tkm,
Fiat,4.0,yli300tkm,
Fiat,5.0,0-50tkm,
Fiat,5.0,50-100tkm,11970.0
Fiat,5.0,100-150tkm,18820.0
Fiat,5.0,150-200tkm,
Fiat,5.0,200-250tkm,
Fiat,5.0,250-300tkm,
Fiat,5.0,yli300tkm,
Fiat,6.0,0-50tkm,
Fiat,6.0,50-100tkm,11985.0
Fiat,6.0,100-150tkm,20450.0
Fiat,6.0,150-200tkm,
Fiat,6.0,200-250tkm,
Fiat,6.0,250-300tkm,
Fiat,6.0,yli300tkm,
Fiat,7.0,0-50tkm,9990.0
Fiat,7.0,50-100tkm,9290.0
Fiat,7.0,100-150tkm,9490.0
Fiat,7.0,150-200tkm,9485.0
Fiat,7.0,200-250tkm,11900.0
Fiat,7.0,250-300tkm,
Fiat,7.0,yli300tkm,
Fiat,8.0,0-50tkm,38800.0
Fiat,8.0,50-100tkm,9890.0
Fiat,8.0,100-150tkm,10790.0
Fiat,8.0,150-200tkm,17690.0
Fiat,8.0,200-250tkm,
Fiat,8.0,250-300tkm,
Fiat,8.0,yli300tkm,
Fiat,9.0,0-50tkm,
Fiat,9.0,50-100tkm,7900.0
Fiat,9.0,100-150tkm,6990.0
Fiat,9.0,150-200tkm,12800.0
Fiat,9.0,200-250tkm,
Fiat,9.0,250-300tkm,
Fiat,9.0,yli300tkm,
Fiat,10.0,0-50tkm,
Fiat,10.0,50-100tkm,6970.0
Fiat,10.0,100-150tkm,
Fiat,10.0,150-200tkm,
Fiat,10.0,200-250tkm,4990.0
Fiat,10.0,250-300tkm,
Fiat,10.0,yli300tkm,
Fiat,11.0,0-50tkm,
Fiat,11.0,50-100tkm,9990.0
Fiat,11.0,100-150tkm,8990.0
Fiat,11.0,150-200tkm,11700.0
Fiat,11.0,200-250tkm,7295.0
Fiat,11.0,250-300tkm,12390.0
Fiat,11.0,yli300tkm,
Fiat,12.0,0-50tkm,
Fiat,12.0,50-100tkm,22595.0
Fiat,12.0,100-150tkm,6990.0
Fiat,12.0,150-200tkm,5950.0
Fiat,12.0,200-250tkm,6390.0
Fiat,12.0,250-300tkm,
Fiat,12.0,yli300tkm,
Fiat,13.0,0-50tkm,7890.0
Fiat,13.0,50-100tkm,6915.0
Fiat,13.0,100-150tkm,5490.0
Fiat,13.0,150-200tkm,6860.0
Fiat,13.0,200-250tkm,8780.0
Fiat,13.0,250-300tkm,5990.0
Fiat,13.0,yli300tkm,
Fiat,14.0,0-50tkm,
Fiat,14.0,50-100tkm,4900.0
Fiat,14.0,100-150tkm,4490.0
Fiat,14.0,150-200tkm,4990.0
Fiat,14.0,200-250tkm,3690.0
Fiat,14.0,250-300tkm,
Fiat,14.0,yli300tkm,
Fiat,15.0,0-50tkm,
Fiat,15.0,50-100tkm,4190.0
Fiat,15.0,100-150tkm,
Fiat,15.0,150-200tkm,4400.0
Fiat,15.0,200-250tkm,
Fiat,15.0,250-300tkm,
Fiat,15.0,yli300tkm,
Fiat,16.0,0-50tkm,
Fiat,16.0,50-100tkm,6150.0
Fiat,16.0,100-150tkm,4965.0
Fiat,16.0,150-200tkm,7045.0
Fiat,16.0,200-250tkm,8990.0
Fiat,16.0,250-300tkm,8900.0
Fiat,16.0,yli300tkm,4795.0
Fiat,17.0,0-50tkm,
Fiat,17.0,50-100tkm,
Fiat,17.0,100-150tkm,8480.0
Fiat,17.0,150-200tkm,1800.0
Fiat,17.0,200-250tkm,6435.0
Fiat,17.0,250-300tkm,7950.0
Fiat,17.0,yli300tkm,
Fiat,18.0,0-50tkm,
Fiat,18.0,50-100tkm,
Fiat,18.0,100-150tkm,
Fiat,18.0,150-200tkm,
Fiat,18.0,200-250tkm,
Fiat,18.0,250-300tkm,2200.0
Fiat,18.0,yli300tkm,
Fiat,19.0,0-50tkm,
Fiat,19.0,50-100tkm,
Fiat,19.0,100-150tkm,2500.0
Fiat,19.0,150-200tkm,1800.0
Fiat,19.0,200-250tkm,2290.0
Fiat,19.0,250-300tkm,
Fiat,19.0,yli300tkm,
Fiat,20.0,0-50tkm,
Fiat,20.0,50-100tkm,
Fiat,20.0,100-150tkm,
Fiat,20.0,150-200tkm,1189.0
Fiat,20.0,200-250tkm,
Fiat,20.0,250-300tkm,4990.0
Fiat,20.0,yli300tkm,3400.0
Fiat-Abarth,0.0,0-50tkm,
Fiat-Abarth,0.0,50-100tkm,
Fiat-Abarth,0.0,100-150tkm,
Fiat-Abarth,0.0,150-200tkm,
Fiat-Abarth,0.0,200-250tkm,
Fiat-Abarth,0.0,250-300tkm,
Fiat-Abarth,0.0,yli300tkm,
Fiat-Abarth,1.0,0-50tkm,
Fiat-Abarth,1.0,50-100tkm,
Fiat-Abarth,1.0,100-150tkm,
Fiat-Abarth,1.0,150-200tkm,
Fiat-Abarth,1.0,200-250tkm,
Fiat-Abarth,1.0,250-300tkm,
Fiat-Abarth,1.0,yli300tkm,
Fiat-Abarth,2.0,0-50tkm,
Fiat-Abarth,2.0,50-100tkm,
Fiat-Abarth,2.0,100-150tkm,
