brand,age,km_class,price
Lancia,16.0,yli300tkm,
Lancia,17.0,0-50tkm,
Lancia,17.0,50-100tkm,
Lancia,17.0,100-150tkm,
Lancia,17.0,150-200tkm,
Lancia,17.0,200-250tkm,
Lancia,17.0,250-300tkm,
Lancia,17.0,yli300tkm,
Lancia,18.0,0-50tkm,
Lancia,18.0,50-100tkm,
Lancia,18.0,100-150tkm,
Lancia,18.0,150-200tkm,
Lancia,18.0,200-250tkm,
Lancia,18.0,250-300tkm,
Lancia,18.0,yli300tkm,
Lancia,19.0,0-50tkm,
Lancia,19.0,50-100tkm,
Lancia,19.0,100-150tkm,
Lancia,19.0,150-200tkm,
Lancia,19.0,200-250tkm,
Lancia,19.0,250-300tkm,
Lancia,19.0,yli300tkm,
Lancia,20.0,0-50tkm,
Lancia,20.0,50-100tkm,
Lancia,20.0,100-150tkm,
Lancia,20.0,150-200tkm,
Lancia,20.0,200-250tkm,
Lancia,20.0,250-300tkm,
Lancia,20.0,yli300tkm,
Land Rover,0.0,0-50tkm,79945.0
Land Rover,0.0,50-100tkm,
Land Rover,0.0,100-150tkm,
Land Rover,0.0,150-200tkm,
Land Rover,0.0,200-250tkm,
Land Rover,0.0,250-300tkm,
Land Rover,0.0,yli300tkm,
Land Rover,1.0,0-50tkm,65800.0
Land Rover,1.0,50-100tkm,107840.0
Land Rover,1.0,100-150tkm,
Land Rover,1.0,150-200tkm,
Land Rover,1.0,200-250tkm,
Land Rover,1.0,250-300tkm,
Land Rover,1.0,yli300tkm,
Land Rover,2.0,0-50tkm,53945.0
Land Rover,2.0,50-100tkm,65490.0
Land Rover,2.0,100-150tkm,58890.0
Land Rover,2.0,150-200tkm,
Land Rover,2.0,200-250tkm,
Land Rover,2.0,250-300tkm,
Land Rover,2.0,yli300tkm,
Land Rover,3.0,0-50tkm,43940.0
Land Rover,3.0,50-100tkm,39800.0
Land Rover,3.0,100-150tkm,48395.0
Land Rover,3.0,150-200tkm,33980.0
Land Rover,3.0,200-250tkm,
Land Rover,3.0,250-300tkm,
Land Rover,3.0,yli300tkm,
Land Rover,4.0,0-50tkm,62650.0
Land Rover,4.0,50-100tkm,54800.0
Land Rover,4.0,100-150tkm,38900.0
Land Rover,4.0,150-200tkm,26400.0
Land Rover,4.0,200-250tkm,
Land Rover,4.0,250-300tkm,
Land Rover,4.0,yli300tkm,
Land Rover,5.0,0-50tkm,29900.0
Land Rover,5.0,50-100tkm,53990.0
Land Rover,5.0,100-150tkm,45900.0
Land Rover,5.0,150-200tkm,42800.0
Land Rover,5.0,200-250tkm,
Land Rover,5.0,250-300tkm,
Land Rover,5.0,yli300tkm,
Land Rover,6.0,0-50tkm,
Land Rover,6.0,50-100tkm,62490.0
Land Rover,6.0,100-150tkm,47145.0
Land Rover,6.0,150-200tkm,39900.0
Land Rover,6.0,200-250tkm,
Land Rover,6.0,250-300tkm,
Land Rover,6.0,yli300tkm,
Land Rover,7.0,0-50tkm,
Land Rover,7.0,50-100tkm,66400.0
Land Rover,7.0,100-150tkm,35990.0
Land Rover,7.0,150-200tkm,22435.0
Land Rover,7.0,200-250tkm,24830.0
Land Rover,7.0,250-300tkm,21900.0
Land Rover,7.0,yli300tkm,
Land Rover,8.0,0-50tkm,
Land Rover,8.0,50-100tkm,23900.0
Land Rover,8.0,100-150tkm,23100.0
Land Rover,8.0,150-200tkm,18865.0
Land Rover,8.0,200-250tkm,17900.0
Land Rover,8.0,250-300tkm,
Land Rover,8.0,yli300tkm,
Land Rover,9.0,0-50tkm,
Land Rover,9.0,50-100tkm,16680.0
Land Rover,9.0,100-150tkm,
Land Rover,9.0,150-200tkm,18895.0
Land Rover,9.0,200-250tkm,17380.0
Land Rover,9.0,250-300tkm,25940.0
Land Rover,9.0,yli300tkm,
Land Rover,10.0,0-50tkm,
Land Rover,10.0,50-100tkm,
Land Rover,10.0,100-150tkm,
Land Rover,10.0,150-200tkm,18790.0
Land Rover,10.0,200-250tkm,29790.0
Land Rover,10.0,250-300tkm,
Land Rover,10.0,yli300tkm,23900.0
Land Rover,11.0,0-50tkm,
Land Rover,11.0,50-100tkm,
Land Rover,11.0,100-150tkm,
Land Rover,11.0,150-200tkm,35990.0
Land Rover,11.0,200-250tkm,16990.0
Land Rover,11.0,250-300tkm,17990.0
Land Rover,11.0,yli300tkm,
Land Rover,12.0,0-50tkm,
Land Rover,12.0,50-100tkm,24900.0
Land Rover,12.0,100-150tkm,21285.0
Land Rover,12.0,150-200tkm,30980.0
Land Rover,12.0,200-250tkm,14400.0
Land Rover,12.0,250-300tkm,22845.0
Land Rover,12.0,yli300tkm,17800.0
Land Rover,13.0,0-50tkm,
Land Rover,13.0,50-100tkm,
Land Rover,13.0,100-150tkm,
Land Rover,13.0,150-200tkm,36900.0
Land Rover,13.0,200-250tkm,15780.0
Land Rover,13.0,250-300tkm,16490.0
Land Rover,13.0,yli300tkm,11435.0
Land Rover,14.0,0-50tkm,
Land Rover,14.0,50-100tkm,
Land Rover,14.0,100-150tkm,
Land Rover,14.0,150-200tkm,
Land Rover,14.0,200-250tkm,14990.0
Land Rover,14.0,250-300tkm,15900.0
Land Rover,14.0,yli300tkm,11195.0
Land Rover,15.0,0-50tkm,
Land Rover,15.0,50-100tkm,
Land Rover,15.0,100-150tkm,
Land Rover,15.0,150-200tkm,
Land Rover,15.0,200-250tkm,
Land Rover,15.0,250-300tkm,
Land Rover,15.0,yli300tkm,
Land Rover,16.0,0-50tkm,
Land Rover,16.0,50-100tkm,
Land Rover,16.0,100-150tkm,
Land Rover,16.0,150-200tkm,
Land Rover,16.0,200-250tkm,
Land Rover,16.0,250-300tkm,
Land Rover,16.0,yli300tkm,
Land Rover,17.0,0-50tkm,
Land Rover,17.0,50-100tkm,
Land Rover,17.0,100-150tkm,
Land Rover,17.0,150-200tkm,
Land Rover,17.0,200-250tkm,11900.0
Land Rover,17.0,250-300tkm,
Land Rover,17.0,yli300tkm,
Land Rover,18.0,0-50tkm,
Land Rover,18.0,50-100tkm,
Land Rover,18.0,100-150tkm,
Land Rover,18.0,150-200tkm,
Land Rover,18.0,200-250tkm,
Land Rover,18.0,250-300tkm,8940.0
Land Rover,18.0,yli300tkm,
Land Rover,19.0,0-50tkm,
Land Rover,19.0,50-100tkm,
Land Rover,19.0,100-150tkm,
Land Rover,19.0,150-200tkm,
Land Rover,19.0,200-250tkm,
Land Rover,19.0,250-300tkm,33780.0
Land Rover,19.0,yli300tkm,
Land Rover,20.0,0-50tkm,
Land Rover,20.0,50-100tkm,
Land Rover,20.0,100-150tkm,
Land Rover,20.0,150-200tkm,
Land Rover,20.0,200-250tkm,
Land Rover,20.0,250-300tkm,
Land Rover,20.0,yli300tkm,9900.0
Lexus,0.0,0-50tkm,48850.0
Lexus,0.0,50-100tkm,
Lexus,0.0,100-150tkm,
Lexus,0.0,150-200tkm,
Lexus,0.0,200-250tkm,
Lexus,0.0,250-300tkm,
Lexus,0.0,yli300tkm,
Lexus,1.0,0-50tkm,53335.0
Lexus,1.0,50-100tkm,52700.0
Lexus,1.0,100-150tkm,
Lexus,1.0,150-200tkm,
Lexus,1.0,200-250tkm,
Lexus,1.0,250-300tkm,
Lexus,1.0,yli300tkm,
Lexus,2.0,0-50tkm,32490.0
Lexus,2.0,50-100tkm,41990.0
Lexus,2.0,100-150tkm,49800.0
Lexus,2.0,150-200tkm,27110.0
Lexus,2.0,200-250tkm,29900.0
Lexus,2.0,250-300tkm,
Lexus,2.0,yli300tkm,
Lexus,3.0,0-50tkm,29950.0
Lexus,3.0,50-100tkm,37490.0
Lexus,3.0,100-150tkm,24490.0
Lexus,3.0,150-200tkm,24900.0
Lexus,3.0,200-250tkm,
Lexus,3.0,250-300tkm,
Lexus,3.0,yli300tkm,
Lexus,4.0,0-50tkm,30440.0
Lexus,4.0,50-100tkm,27990.0
Lexus,4.0,100-150tkm,30900.0
Lexus,4.0,150-200tkm,29690.0
Lexus,4.0,200-250tkm,
Lexus,4.0,250-300tkm,
Lexus,4.0,yli300tkm,
Lexus,5.0,0-50tkm,35900.0
Lexus,5.0,50-100tkm,29490.0
Lexus,5.0,100-150tkm,32240.0
Lexus,5.0,150-200tkm,28900.0
Lexus,5.0,200-250tkm,26900.0
Lexus,5.0,250-300tkm,
Lexus,5.0,yli300tkm,
Lexus,6.0,0-50tkm,
Lexus,6.0,50-100tkm,28900.0
Lexus,6.0,100-150tkm,28540.0
Lexus,6.0,150-200tkm,27175.0
Lexus,6.0,200-250tkm,
Lexus,6.0,250-300tkm,
Lexus,6.0,yli300tkm,
Lexus,7.0,0-50tkm,
Lexus,7.0,50-100tkm,32900.0
Lexus,7.0,100-150tkm,27785.0
Lexus,7.0,150-200tkm,24800.0
Lexus,7.0,200-250tkm,30800.0
Lexus,7.0,250-300tkm,
Lexus,7.0,yli300tkm,
Lexus,8.0,0-50tkm,
Lexus,8.0,50-100tkm,40850.0
Lexus,8.0,100-150tkm,28820.0
Lexus,8.0,150-200tkm,21795.0
Lexus,8.0,200-250tkm,26990.0
Lexus,8.0,250-300tkm,
Lexus,8.0,yli300tkm,
Lexus,9.0,0-50tkm,84880.0
Lexus,9.0,50-100tkm,26980.0
Lexus,9.0,100-150tkm,22735.0
Lexus,9.0,150-200tkm,21295.0
Lexus,9.0,200-250tkm,14900.0
Lexus,9.0,250-300tkm,
Lexus,9.0,yli300tkm,
Lexus,10.0,0-50tkm,
Lexus,10.0,50-100tkm,
Lexus,10.0,100-150tkm,22700.0
Lexus,10.0,150-200tkm,19760.0
Lexus,10.0,200-250tkm,15990.0
Lexus,10.0,250-300tkm,
Lexus,10.0,yli300tkm,
Lexus,11.0,0-50tkm,
Lexus,11.0,50-100tkm,
Lexus,11.0,100-150tkm,22790.0
Lexus,11.0,150-200tkm,17790.0
Lexus,11.0,200-250tkm,20390.0
Lexus,11.0,250-300tkm,
Lexus,11.0,yli300tkm,
Lexus,12.0,0-50tkm,
Lexus,12.0,50-100tkm,
Lexus,12.0,100-150tkm,12880.0
Lexus,12.0,150-200tkm,12890.0
Lexus,12.0,200-250tkm,21900.0
Lexus,12.0,250-300tkm,
Lexus,12.0,yli300tkm,
Lexus,13.0,0-50tkm,
Lexus,13.0,50-100tkm,
Lexus,13.0,100-150tkm,12900.0
Lexus,13.0,150-200tkm,10600.0
Lexus,13.0,200-250tkm,9900.0
Lexus,13.0,250-300tkm,11735.0
Lexus,13.0,yli300tkm,
Lexus,14.0,0-50tkm,
Lexus,14.0,50-100tkm,
Lexus,14.0,100-150tkm,
Lexus,14.0,150-200tkm,11490.0
Lexus,14.0,200-250tkm,14900.0
Lexus,14.0,250-300tkm,13380.0
Lexus,14.0,yli300tkm,11990.0
Lexus,15.0,0-50tkm,
Lexus,15.0,50-100tkm,
Lexus,15.0,100-150tkm,
Lexus,15.0,150-200tkm,
Lexus,15.0,200-250tkm,
Lexus,15.0,250-300tkm,12640.0
Lexus,15.0,yli300tkm,18990.0
Lexus,16.0,0-50tkm,
Lexus,16.0,50-100tkm,
Lexus,16.0,100-150tkm,
Lexus,16.0,150-200tkm,10790.0
Lexus,16.0,200-250tkm,
Lexus,16.0,250-300tkm,8800.0
Lexus,16.0,yli300tkm,
Lexus,17.0,0-50tkm,
Lexus,17.0,50-100tkm,
Lexus,17.0,100-150tkm,
Lexus,17.0,150-200tkm,
Lexus,17.0,200-250tkm,8980.0
Lexus,17.0,250-300tkm,9145.0
Lexus,17.0,yli300tkm,
Lexus,18.0,0-50tkm,
Lexus,18.0,50-100tkm,
Lexus,18.0,100-150tkm,
Lexus,18.0,150-200tkm,
Lexus,18.0,200-250tkm,8690.0
Lexus,18.0,250-300tkm,6900.0
Lexus,18.0,yli300tkm,
Lexus,19.0,0-50tkm,
Lexus,19.0,50-100tkm,
Lexus,19.0,100-150tkm,
Lexus,19.0,150-200tkm,
Lexus,19.0,200-250tkm,
Lexus,19.0,250-300tkm,
Lexus,19.0,yli300tkm,
Lexus,20.0,0-50tkm,
Lexus,20.0,50-100tkm,
Lexus,20.0,100-150tkm,
Lexus,20.0,150-200tkm,
Lexus,20.0,200-250tkm,
Lexus,20.0,250-300tkm,
Lexus,20.0,yli300tkm,
MAN,0.0,0-50tkm,
MAN,0.0,50-100tkm,
MAN,0.0,100-150tkm,
MAN,0.0,150-200tkm,
MAN,0.0,200-250tkm,
MAN,0.0,250-300tkm,
MAN,0.0,yli300tkm,
MAN,1.0,0-50tkm,
MAN,1.0,50-100tkm,
MAN,1.0,100-150tkm,
MAN,1.0,150-200tkm,
MAN,1.0,200-250tkm,
MAN,1.0,250-300tkm,
MAN,1.0,yli300tkm,
MAN,2.0,0-50tkm,
MAN,2.0,50-100tkm,
MAN,2.0,100-150tkm,
MAN,2.0,150-200tkm,
MAN,2.0,200-250tkm,
MAN,2.0,250-300tkm,
MAN,2.0,yli300tkm,
MAN,3.0,0-50tkm,
MAN,3.0,50-100tkm,
MAN,3.0,100-150tkm,
MAN,3.0,150-200tkm,
MAN,3.0,200-250tkm,
MAN,3.0,250-300tkm,
MAN,3.0,yli300tkm,
MAN,4.0,0-50tkm,
MAN,4.0,50-100tkm,
MAN,4.0,100-150tkm,
MAN,4.0,150-200tkm,
MAN,4.0,200-250tkm,
MAN,4.0,250-300tkm,
MAN,4.0,yli300tkm,
MAN,5.0,0-50tkm,
MAN,5.0,50-100tkm,
MAN,5.0,100-150tkm,37900.0
MAN,5.0,150-200tkm,24800.0
MAN,5.0,200-250tkm,
MAN,5.0,250-300tkm,
MAN,5.0,yli300tkm,
MAN,6.0,0-50tkm,
MAN,6.0,50-100tkm,
MAN,6.0,100-150tkm,45900.0
MAN,6.0,150-200tkm,
MAN,6.0,200-250tkm,
MAN,6.0,250-300tkm,
MAN,6.0,yli300tkm,
MAN,7.0,0-50tkm,
MAN,7.0,50-100tkm,
MAN,7.0,100-150tkm,
MAN,7.0,150-200tkm,
MAN,7.0,200-250tkm,
MAN,7.0,250-300tkm,
MAN,7.0,yli300tkm,
MAN,8.0,0-50tkm,
MAN,8.0,50-100tkm,
MAN,8.0,100-150tkm,
MAN,8.0,150-200tkm,
MAN,8.0,200-250tkm,
MAN,8.0,250-300tkm,
MAN,8.0,yli300tkm,
MAN,9.0,0-50tkm,
MAN,9.0,50-100tkm,
MAN,9.0,100-150tkm,
MAN,9.0,150-200tkm,
MAN,9.0,200-250tkm,
MAN,9.0,250-300tkm,
MAN,9.0,yli300tkm,
MAN,10.0,0-50tkm,
MAN,10.0,50-100tkm,
MAN,10.0,100-150tkm,
MAN,10.0,150-200tkm,
MAN,10.0,200-250tkm,
MAN,10.0,250-300tkm,
MAN,10.0,yli300tkm,
MAN,11.0,0-50tkm,
MAN,11.0,50-100tkm,
MAN,11.0,100-150tkm,
MAN,11.0,150-200tkm,
MAN,11.0,200-250tkm,
MAN,11.0,250-300tkm,
MAN,11.0,yli300tkm,
MAN,12.0,0-50tkm,
MAN,12.0,50-100tkm,
MAN,12.0,100-150tkm,
MAN,12.0,150-200tkm,
MAN,12.0,200-250tkm,
MAN,12.0,250-300tkm,
MAN,12.0,yli300tkm,
MAN,13.0,0-50tkm,
MAN,13.0,50-100tkm,
MAN,13.0,100-150tkm,
MAN,13.0,150-200tkm,
MAN,13.0,200-250tkm,
MAN,13.0,250-300tkm,
MAN,13.0,yli300tkm,
MAN,14.0,0-50tkm,
MAN,14.0,50-100tkm,
MAN,14.0,100-150tkm,
MAN,14.0,150-200tkm,
MAN,14.0,200-250tkm,
MAN,14.0,250-300tkm,
MAN,14.0,yli300tkm,
MAN,15.0,0-50tkm,
MAN,15.0,50-100tkm,
MAN,15.0,100-150tkm,
MAN,15.0,150-200tkm,
MAN,15.0,200-250tkm,
MAN,15.0,250-300tkm,
MAN,15.0,yli300tkm,
MAN,16.0,0-50tkm,
MAN,16.0,50-100tkm,
MAN,16.0,100-150tkm,
MAN,16.0,150-200tkm,
MAN,16.0,200-250tkm,
MAN,16.0,250-300tkm,
MAN,16.0,yli300tkm,
MAN,17.0,0-50tkm,
MAN,17.0,50-100tkm,
MAN,17.0,100-150tkm,
MAN,17.0,150-200tkm,
MAN,17.0,200-250tkm,
MAN,17.0,250-300tkm,
MAN,17.0,yli300tkm,
MAN,18.0,0-50tkm,
MAN,18.0,50-100tkm,
MAN,18.0,100-150tkm,
MAN,18.0,150-200tkm,
MAN,18.0,200-250tkm,
MAN,18.0,250-300tkm,
MAN,18.0,yli300tkm,
MAN,19.0,0-50tkm,
MAN,19.0,50-100tkm,
MAN,19.0,100-150tkm,
MAN,19.0,150-200tkm,
MAN,19.0,200-250tkm,
MAN,19.0,250-300tkm,
MAN,19.0,yli300tkm,
MAN,20.0,0-50tkm,
MAN,20.0,50-100tkm,
MAN,20.0,100-150tkm,
MAN,20.0,150-200tkm,
MAN,20.0,200-250tkm,
MAN,20.0,250-300tkm,
MAN,20.0,yli300tkm,
MG,0.0,0-50tkm,32900.0
MG,0.0,50-100tkm,
MG,0.0,100-150tkm,
MG,0.0,150-200tkm,
MG,0.0,200-250tkm,
MG,0.0,250-300tkm,
MG,0.0,yli300tkm,
MG,1.0,0-50tkm,31365.0
MG,1.0,50-100tkm,
MG,1.0,100-150tkm,
MG,1.0,150-200tkm,
MG,1.0,200-250tkm,
MG,1.0,250-300tkm,
MG,1.0,yli300tkm,
MG,2.0,0-50tkm,28880.0
MG,2.0,50-100tkm,27800.0
MG,2.0,100-150tkm,
MG,2.0,150-200tkm,
MG,2.0,200-250tkm,
MG,2.0,250-300tkm,
MG,2.0,yli300tkm,
MG,3.0,0-50tkm,15490.0
MG,3.0,50-100tkm,15185.0
MG,3.0,100-150tkm,
MG,3.0,150-200tkm,
MG,3.0,200-250tkm,
MG,3.0,250-300tkm,
MG,3.0,yli300tkm,
MG,4.0,0-50tkm,
MG,4.0,50-100tkm,
MG,4.0,100-150tkm,
MG,4.0,150-200tkm,
MG,4.0,200-250tkm,
MG,4.0,250-300tkm,
MG,4.0,yli300tkm,
MG,5.0,0-50tkm,
MG,5.0,50-100tkm,
MG,5.0,100-150tkm,
MG,5.0,150-200tkm,
MG,5.0,200-250tkm,
MG,5.0,250-300tkm,
MG,5.0,yli300tkm,
MG,6.0,0-50tkm,
MG,6.0,50-100tkm,
MG,6.0,100-150tkm,
MG,6.0,150-200tkm,
MG,6.0,200-250tkm,
MG,6.0,250-300tkm,
MG,6.0,yli300tkm,
MG,7.0,0-50tkm,
MG,7.0,50-100tkm,
MG,7.0,100-150tkm,
MG,7.0,150-200tkm,
MG,7.0,200-250tkm,
MG,7.0,250-300tkm,
MG,7.0,yli300tkm,
MG,8.0,0-50tkm,
MG,8.0,50-100tkm,
MG,8.0,100-150tkm,
MG,8.0,150-200tkm,
MG,8.0,200-250tkm,
MG,8.0,250-300tkm,
MG,8.0,yli300tkm,
MG,9.0,0-50tkm,
MG,9.0,50-100tkm,
MG,9.0,100-150tkm,
MG,9.0,150-200tkm,
MG,9.0,200-250tkm,
MG,9.0,250-300tkm,
MG,9.0,yli300tkm,
MG,10.0,0-50tkm,
MG,10.0,50-100tkm,
MG,10.0,100-150tkm,
MG,10.0,150-200tkm,
MG,10.0,200-250tkm,
MG,10.0,250-300tkm,
MG,10.0,yli300tkm,
MG,11.0,0-50tkm,
MG,11.0,50-100tkm,
MG,11.0,100-150tkm,
MG,11.0,150-200tkm,
MG,11.0,200-250tkm,
MG,11.0,250-300tkm,
MG,11.0,yli300tkm,
MG,12.0,0-50tkm,
MG,12.0,50-100tkm,
MG,12.0,100-150tkm,
MG,12.0,150-200tkm,
MG,12.0,200-250tkm,
MG,12.0,250-300tkm,
MG,12.0,yli300tkm,
MG,13.0,0-50tkm,
MG,13.0,50-100tkm,
MG,13.0,100-150tkm,
MG,13.0,150-200tkm,
MG,13.0,200-250tkm,
MG,13.0,250-300tkm,
MG,13.0,yli300tkm,
MG,14.0,0-50tkm,
MG,14.0,50-100tkm,
MG,14.0,100-150tkm,
MG,14.0,150-200tkm,
MG,14.0,200-250tkm,
MG,14.0,250-300tkm,
MG,14.0,yli300tkm,
MG,15.0,0-50tkm,
MG,15.0,50-100tkm,
MG,15.0,100-150tkm,
MG,15.0,150-200tkm,
MG,15.0,200-250tkm,
MG,15.0,250-300tkm,
MG,15.0,yli300tkm,
MG,16.0,0-50tkm,
MG,16.0,50-100tkm,
MG,16.0,100-150tkm,
MG,16.0,150-200tkm,
MG,16.0,200-250tkm,
MG,16.0,250-300tkm,
MG,16.0,yli300tkm,
MG,17.0,0-50tkm,
MG,17.0,50-100tkm,
MG,17.0,100-150tkm,
MG,17.0,150-200tkm,
MG,17.0,200-250tkm,
MG,17.0,250-300tkm,
MG,17.0,yli300tkm,
MG,18.0,0-50tkm,
MG,18.0,50-100tkm,
MG,18.0,100-150tkm,
MG,18.0,150-200tkm,
MG,18.0,200-250tkm,
MG,18.0,250-300tkm,
MG,18.0,yli300tkm,
MG,19.0,0-50tkm,
MG,19.0,50-100tkm,
MG,19.0,100-150tkm,
MG,19.0,150-200tkm,
MG,19.0,200-250tkm,
MG,19.0,250-300tkm,
MG,19.0,yli300tkm,
MG,20.0,0-50tkm,
MG,20.0,50-100tkm,
MG,20.0,100-150tkm,
MG,20.0,150-200tkm,
MG,20.0,200-250tkm,
MG,20.0,250-300tkm,
MG,20.0,yli300tkm,
Maserati,0.0,0-50tkm,
Maserati,0.0,50-100tkm,
Maserati,0.0,100-150tkm,
Maserati,0.0,150-200tkm,
Maserati,0.0,200-250tkm,
Maserati,0.0,250-300tkm,
Maserati,0.0,yli300tkm,
Maserati,1.0,0-50tkm,109900.0
Maserati,1.0,50-100tkm,
Maserati,1.0,100-150tkm,
Maserati,1.0,150-200tkm,
Maserati,1.0,200-250tkm,
Maserati,1.0,250-300tkm,
Maserati,1.0,yli300tkm,
Maserati,2.0,0-50tkm,
Maserati,2.0,50-100tkm,
Maserati,2.0,100-150tkm,
Maserati,2.0,150-200tkm,
Maserati,2.0,200-250tkm,
Maserati,2.0,250-300tkm,
Maserati,2.0,yli300tkm,
Maserati,3.0,0-50tkm,
Maserati,3.0,50-100tkm,
Maserati,3.0,100-150tkm,
Maserati,3.0,150-200tkm,
Maserati,3.0,200-250tkm,
Maserati,3.0,250-300tkm,
Maserati,3.0,yli300tkm,
Maserati,4.0,0-50tkm,
Maserati,4.0,50-100tkm,
Maserati,4.0,100-150tkm,
Maserati,4.0,150-200tkm,
Maserati,4.0,200-250tkm,
Maserati,4.0,250-300tkm,
Maserati,4.0,yli300tkm,
Maserati,5.0,0-50tkm,
Maserati,5.0,50-100tkm,
Maserati,5.0,100-150tkm,
Maserati,5.0,150-200tkm,
Maserati,5.0,200-250tkm,
Maserati,5.0,250-300tkm,
Maserati,5.0,yli300tkm,
Maserati,6.0,0-50tkm,
Maserati,6.0,50-100tkm,89900.0
Maserati,6.0,100-150tkm,49800.0
Maserati,6.0,150-200tkm,
Maserati,6.0,200-250tkm,
Maserati,6.0,250-300tkm,
Maserati,6.0,yli300tkm,
Maserati,7.0,0-50tkm,
Maserati,7.0,50-100tkm,59900.0
Maserati,7.0,100-150tkm,44800.0
Maserati,7.0,150-200tkm,
Maserati,7.0,200-250tkm,
Maserati,7.0,250-300tkm,
Maserati,7.0,yli300tkm,
Maserati,8.0,0-50tkm,
Maserati,8.0,50-100tkm,
Maserati,8.0,100-150tkm,
Maserati,8.0,150-200tkm,
Maserati,8.0,200-250tkm,
Maserati,8.0,250-300tkm,
Maserati,8.0,yli300tkm,
Maserati,9.0,0-50tkm,
Maserati,9.0,50-100tkm,
Maserati,9.0,100-150tkm,
Maserati,9.0,150-200tkm,
Maserati,9.0,200-250tkm,
Maserati,9.0,250-300tkm,
Maserati,9.0,yli300tkm,
Maserati,10.0,0-50tkm,
Maserati,10.0,50-100tkm,
Maserati,10.0,100-150tkm,30900.0
Maserati,10.0,150-200tkm,
Maserati,10.0,200-250tkm,
Maserati,10.0,250-300tkm,
Maserati,10.0,yli300tkm,
Maserati,11.0,0-50tkm,76799.0
Maserati,11.0,50-100tkm,
Maserati,11.0,100-150tkm,
Maserati,11.0,150-200tkm,
Maserati,11.0,200-250tkm,
Maserati,11.0,250-300tkm,
Maserati,11.0,yli300tkm,
Maserati,12.0,0-50tkm,
Maserati,12.0,50-100tkm,
Maserati,12.0,100-150tkm,
Maserati,12.0,150-200tkm,
Maserati,12.0,200-250tkm,
Maserati,12.0,250-300tkm,
Maserati,12.0,yli300tkm,
Maserati,13.0,0-50tkm,
Maserati,13.0,50-100tkm,
Maserati,13.0,100-150tkm,
Maserati,13.0,150-200tkm,
Maserati,13.0,200-250tkm,
Maserati,13.0,250-300tkm,
Maserati,13.0,yli300tkm,
Maserati,14.0,0-50tkm,
Maserati,14.0,50-100tkm,
Maserati,14.0,100-150tkm,
Maserati,14.0,150-200tkm,
Maserati,14.0,200-250tkm,
Maserati,14.0,250-300tkm,
Maserati,14.0,yli300tkm,
Maserati,15.0,0-50tkm,
Maserati,15.0,50-100tkm,
Maserati,15.0,100-150tkm,
Maserati,15.0,150-200tkm,
Maserati,15.0,200-250tkm,
Maserati,15.0,250-300tkm,
Maserati,15.0,yli300tkm,
Maserati,16.0,0-50tkm,
Maserati,16.0,50-100tkm,
Maserati,16.0,100-150tkm,52900.0
Maserati,16.0,150-200tkm,
Maserati,16.0,200-250tkm,
Maserati,16.0,250-300tkm,
Maserati,16.0,yli300tkm,
Maserati,17.0,0-50tkm,
Maserati,17.0,50-100tkm,
Maserati,17.0,100-150tkm,
Maserati,17.0,150-200tkm,
Maserati,17.0,200-250tkm,
Maserati,17.0,250-300tkm,
Maserati,17.0,yli300tkm,
Maserati,18.0,0-50tkm,
Maserati,18.0,50-100tkm,
Maserati,18.0,100-150tkm,
Maserati,18.0,150-200tkm,
Maserati,18.0,200-250tkm,
Maserati,18.0,250-300tkm,
Maserati,18.0,yli300tkm,
Maserati,19.0,0-50tkm,
Maserati,19.0,50-100tkm,
Maserati,19.0,100-150tkm,
Maserati,19.0,150-200tkm,
Maserati,19.0,200-250tkm,
Maserati,19.0,250-300tkm,
Maserati,19.0,yli300tkm,
Maserati,20.0,0-50tkm,
Maserati,20.0,50-100tkm,
Maserati,20.0,100-150tkm,
Maserati,20.0,150-200tkm,
Maserati,20.0,200-250tkm,
Maserati,20.0,250-300tkm,
Maserati,20.0,yli300tkm,
Maxus,0.0,0-50tkm,45135.0
Maxus,0.0,50-100tkm,
Maxus,0.0,100-150tkm,
Maxus,0.0,150-200tkm,
Maxus,0.0,200-250tkm,
Maxus,0.0,250-300tkm,
Maxus,0.0,yli300tkm,
Maxus,1.0,0-50tkm,35400.0
Maxus,1.0,50-100tkm,26870.0
Maxus,1.0,100-150tkm,
Maxus,1.0,150-200tkm,
Maxus,1.0,200-250tkm,
Maxus,1.0,250-300tkm,
Maxus,1.0,yli300tkm,
Maxus,2.0,0-50tkm,32900.0
Maxus,2.0,50-100tkm,19895.0
Maxus,2.0,100-150tkm,
Maxus,2.0,150-200tkm,
Maxus,2.0,200-250tkm,
Maxus,2.0,250-300tkm,
Maxus,2.0,yli300tkm,
Maxus,3.0,0-50tkm,26945.0
Maxus,3.0,50-100tkm,20400.0
Maxus,3.0,100-150tkm,
Maxus,3.0,150-200tkm,
Maxus,3.0,200-250tkm,
Maxus,3.0,250-300tkm,
Maxus,3.0,yli300tkm,
Maxus,4.0,0-50tkm,
Maxus,4.0,50-100tkm,
Maxus,4.0,100-150tkm,
Maxus,4.0,150-200tkm,
Maxus,4.0,200-250tkm,
Maxus,4.0,250-300tkm,
Maxus,4.0,yli300tkm,
Maxus,5.0,0-50tkm,
Maxus,5.0,50-100tkm,
Maxus,5.0,100-150tkm,
Maxus,5.0,150-200tkm,
Maxus,5.0,200-250tkm,
Maxus,5.0,250-300tkm,
Maxus,5.0,yli300tkm,
